Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
kokiri_talkAboutSomethingElse_1f6558b3	li	But you were always quite good at figuring people out, I guess it was silly of me to think that shielding you from my stress would work.	game/script/kokiri.rpy	796	li "[what]"
kokiri_talkAboutSomethingElse_24b004c0	li	If anything I'm happy that we can have this conversation, that I can atleast help ease your burden slightly.	game/script/kokiri.rpy	797	li "[what]"
kokiri_talkAboutSomethingElse_e6749b66	li	Which leads me to a question.	game/script/kokiri.rpy	798	li "[what]"
kokiri_talkAboutSomethingElse_0a94a7c4	li	Not that I'm complaining ofcourse! But why do you ask me about something that happened so very long ago now of all times? 	game/script/kokiri.rpy	799	li "[what]"
kokiri_talkAboutSomethingElse_b6c73a82	l	Well...	game/script/kokiri.rpy	800	l "[what]"
kokiri_talkAboutSomethingElse_9d037ee5	l	This might sound weird but I have very good reasons to believe I won't survive past today.	game/script/kokiri.rpy	801	l "[what]"
kokiri_talkAboutSomethingElse_d978c735	li	...What?	game/script/kokiri.rpy	802	li "[what]"
kokiri_talkAboutSomethingElse_ea397c25	li	And what are those good reasons?	game/script/kokiri.rpy	803	li "[what]"
kokiri_talkAboutSomethingElse_e025eb19	li	This is very hard to explain...	game/script/kokiri.rpy	804	li "[what]"
kokiri_talkAboutSomethingElse_1100b591	li	Basically, I already have died before on this day.	game/script/kokiri.rpy	805	li "[what]"
kokiri_talkAboutSomethingElse_91c62ec4	li	We are in a sort of loop where I keep dying over and over.	game/script/kokiri.rpy	806	li "[what]"
kokiri_talkAboutSomethingElse_725a721f	li	Oh no, that's horrible	game/script/kokiri.rpy	807	li "[what]"
kokiri_talkAboutSomethingElse_be0dae42	li	Is there anything I can do to help?	game/script/kokiri.rpy	808	li "[what]"
kokiri_talkAboutSomethingElse_9d426d59	l	You've already done enough, you helped me ease my mind a bit.	game/script/kokiri.rpy	809	l "[what]"
kokiri_talkAboutSomethingElse_b132a5de	l	Not to forget that you took care of me so wondefully all my life.	game/script/kokiri.rpy	810	l "[what]"
kokiri_talkAboutSomethingElse_a8694a52	l	Thank you mom.	game/script/kokiri.rpy	811	l "[what]"
kokiri_talkAboutSomethingElse_8179b31a	l	I love you.	game/script/kokiri.rpy	812	l "[what]"
kokiri_talkAboutSomethingElse_8b1a60f1	l	Please take good care of Abby alright?	game/script/kokiri.rpy	813	l "[what]"
kokiri_talkAboutSomethingElse_53adbfd8	l	She will be all that's left.	game/script/kokiri.rpy	814	l "[what]"
kokiri_talkAboutSomethingElse_3086b49c	li	You'll never be fully gone sweetie, never fully forgotten.	game/script/kokiri.rpy	815	li "[what]"
kokiri_talkAboutSomethingElse_ce141ca4	li	Me and Abby will always remember you.	game/script/kokiri.rpy	816	li "[what]"
kokiri_talkAboutSomethingElse_6675e334	li	Just like James.	game/script/kokiri.rpy	817	li "[what]"
kokiri_talkAboutSomethingElse_417ebfb9	l	I'd like that, maybe I will get to see him soon.	game/script/kokiri.rpy	818	l "[what]"
kokiri_talkAboutSomethingElse_58a6bd18	l	I will never forget both of you aswell.	game/script/kokiri.rpy	819	l "[what]"
kokiri_talkAboutSomethingElse_c115f0ab	li	If you see James... can you tell him I still think about him all the time?	game/script/kokiri.rpy	820	li "[what]"
kokiri_talkAboutSomethingElse_7b70a88a	l	I'm sure he knows mom... but I will tell him.	game/script/kokiri.rpy	821	l "[what]"
kokiri_talkAboutSomethingElse_474e105d_1	n	You motion to Lilith that she doesn't have much time left.	game/script/kokiri.rpy	822	n "[what]"
kokiri_talkAboutSomethingElse_fa1a6e13	l	I'm going to hang up now mom, what comes next won't sound pretty...	game/script/kokiri.rpy	823	l "[what]"
kokiri_talkAboutSomethingElse_8179b31a_1	l	I love you.	game/script/kokiri.rpy	824	l "[what]"
kokiri_talkAboutSomethingElse_f7bbbeba_1	n	Lilith won't have enough time to call if she calls now.	game/script/kokiri.rpy	828	n "[what]"
kokiri_talkAboutSomethingElse_4a0d416e_1	n	I suggest talking about the same thing again as quickly as possible the next time.	game/script/kokiri.rpy	829	n "[what]"
kokiri_talkAboutSomethingElse_d42e928b_1	n	Let's just talk about something else to her for now.	game/script/kokiri.rpy	830	n "[what]"
kokiri_talkAboutSomethingElse_09b1bc6e_11		Filler	game/script/kokiri.rpy	837	"[what]"
kokiri_talkAboutSomethingElse_e6242672	l	You know my mom actually really likes to play games. She has a ton of different consoles that she used to collect as a teenager.	game/script/kokiri.rpy	843	l "[what]"
kokiri_talkAboutSomethingElse_298572b7	l	Some of my earliest memories were sitting on the couch and watching mom showing one of her games to both James and me.	game/script/kokiri.rpy	844	l "[what]"
kokiri_talkAboutSomethingElse_e506f943	l	And later along Abby was there aswell of course, she also loved watching mom play games. After a while me and James were playing and Abigail was watching us alongside mom.	game/script/kokiri.rpy	845	l "[what]"
kokiri_talkAboutSomethingElse_336feacd	l	I used to be more into games than James but Abigail took the cake. Her eyes were glued to the screen whenever we would play and as soon as she could read she started playing some of mom's old games alongside James and me.	game/script/kokiri.rpy	846	l "[what]"
kokiri_talkAboutSomethingElse_5299529b	l	She actually was allowed to play earlier but she wanted to understand the story of the games all on her own. She always used to see the games not as just pure entertainment but as worlds of their own, just like ours.	game/script/kokiri.rpy	847	l "[what]"
kokiri_talkAboutSomethingElse_0675d246	l	And now she sometimes likes to make her own games. I'm happy that mom taking care of us resulted in a new hobby for Abby.	game/script/kokiri.rpy	848	l "[what]"
kokiri_talkAboutSomethingElse_d1a62025	l	We kept playing games together, even after James'... death. In a way it made us very connected.	game/script/kokiri.rpy	849	l "[what]"
kokiri_talkAboutSomethingElse_3583fe65	l	We all are lucky to have a mom like that.	game/script/kokiri.rpy	850	l "[what]"
kokiri_scenery_c46661e7	n	From the spot you picked on the hill you have a gorgeous view of the village where most of your dates with Lilith took place.	game/script/kokiri.rpy	862	n "[what]"
kokiri_scenery_1b3f4d4b	n	It's pretty calm in the village, here and there you might catch a rare glimpse of a car or a pedestrian but other than that the streets are completly empty.	game/script/kokiri.rpy	863	n "[what]"
kokiri_scenery_456633f0	l	This view is absolutely fantastic isn't it?	game/script/kokiri.rpy	864	l "[what]"
kokiri_scenery_8ce3837f	l	When my parents used to take walks with me and my brother in this forrest I knew that I just had to keep coming back here.	game/script/kokiri.rpy	865	l "[what]"
kokiri_scenery_caddca85	l	And I did! Many times actually. I like to come here whenever I have some spare time or when I really need to get some time away from things.	game/script/kokiri.rpy	866	l "[what]"
kokiri_scenery_23453ebf	l	The sunrise here is absolutely beautiful, maybe we'll be able to share that moment today.	game/script/kokiri.rpy	867	l "[what]"
kokiri_scenery_0ebdcefc	l	I'd like that...	game/script/kokiri.rpy	868	l "[what]"
kokiri_scenery_48e62799	n	As you enjoy eachother's company for a while while looking off into the distance the both of you spot a red Sedan as it drives closer and closer to the cafe at troubling speeds.	game/script/kokiri.rpy	869	n "[what]"
kokiri_scenery_3c5ea4df	n	When the car reaches the cafe it rams a garbage container that falls over in front of the doors and drives up on a ramp. It launches itself over the building, coming back the other way and driving away like nothing happened.	game/script/kokiri.rpy	871	n "[what]"
kokiri_scenery_c25c7377	n	After a short while the car speeds straight into the doors of the Chinese restaurant for it's second act of pure destruction.	game/script/kokiri.rpy	872	n "[what]"
kokiri_scenery_554e598f	n	The car backs away from the Chinese restaurant to speed to it's next destination.	game/script/kokiri.rpy	873	n "[what]"
kokiri_scenery_0d004d54	n	When the car reaches the cafe it rams a garbage container that falls over in front of the doors and the Sedan drives towards a convieniently placed ramp.	game/script/kokiri.rpy	878	n "[what]"
kokiri_scenery_eb5ebd84	n	Just before it manages to reach the ramp a copcar drives in front of it, forcing the driver to stop.	game/script/kokiri.rpy	879	n "[what]"
kokiri_scenery_6c7e000e	n	After some questioning and an alchohol test the police put the man in their car and drive off with him.	game/script/kokiri.rpy	880	n "[what]"
kokiri_scenery_10f9f998	n	Not much later a swarm of geese break the doors of the restaurant wide open and dash inside.	game/script/kokiri.rpy	882	n "[what]"
kokiri_scenery_0318061d	n	As fast as they entered the restaurant they leave it with practically everyone in the restaurant being kidnapped by them.	game/script/kokiri.rpy	884	n "[what]"
kokiri_scenery_182ea3f7	n	Suddenly you can hear the sound of sirens, of police sirens.	game/script/kokiri.rpy	887	n "[what]"
kokiri_scenery_4e669aef	n	The police sirens are coming from near the mall, where the burger restaurant is located.	game/script/kokiri.rpy	888	n "[what]"
kokiri_scenery_a75afa5a	n	The same restaurant where Lilith got shot...	game/script/kokiri.rpy	889	n "[what]"
kokiri_scenery_a85ee037	n	You point at the mall and tell her about the events that took place there.	game/script/kokiri.rpy	890	n "[what]"
kokiri_scenery_a299adec	n	She gasps for a moment.	game/script/kokiri.rpy	891	n "[what]"
kokiri_scenery_b1390d69	l	Sorry, I know that you relived many scenarios like the one you just mentioned and that I have no memory of those scenarios but it will still take some getting used to the idea.	game/script/kokiri.rpy	892	l "[what]"
kokiri_scenery_47927e85	n	In it's final act of destruction the car races at full speed and smashs against the entrance of the mall.	game/script/kokiri.rpy	893	n "[what]"
kokiri_scenery_d043aa87	n	The burger restaurant explodes due to the gasexplosion, taking a sizeable chunk of the mall with it. However the Sudan escapes without a scratch. After the explosion the village begins to turn calm once more, the whole ordeal seems to have finally ended.	game/script/kokiri.rpy	894	n "[what]"
kokiri_scenery_9c85f0f2	l	Has it... Has it ended?	game/script/kokiri.rpy	895	l "[what]"
kokiri_poems_9afcbcd4	n	She gives you the pug-notebook with the poems, you can pick one and ask some questions about it.	game/script/kokiri.rpy	905	n "[what]"
kokiri_poems_oldPoems_snowwoman_876e8747	l	I am sitting against a locked door. I don't have the key aymore.	game/script/kokiri.rpy	940	l "[what]"
kokiri_poems_oldPoems_snowwoman_8c95ab2f	l	I am freezing to death. Trying to keep myself warm with my breath.	game/script/kokiri.rpy	942	l "[what]"
kokiri_poems_oldPoems_snowwoman_400e86e5	l	What I wouldn’t do to get inside Cold tears I cried.	game/script/kokiri.rpy	944	l "[what]"
kokiri_poems_oldPoems_snowwoman_997d37c8	l	I am falling in the snow. The icy wind continues to blow.	game/script/kokiri.rpy	946	l "[what]"
kokiri_poems_oldPoems_snowwoman_a23eea68	l	I see the fire flickering red, The fire that led to my death	game/script/kokiri.rpy	948	l "[what]"
kokiri_poems_oldPoems_snowwoman_5d83d712	l	The snow covers my carcas, the snow erases who I was.	game/script/kokiri.rpy	950	l "[what]"
kokiri_poems_oldPoems_snowwoman_699118a6	l	Now I’m dreaming about that unreachable fire. That is the only thing I desire.	game/script/kokiri.rpy	952	l "[what]"
kokiri_poems_oldPoems_snowwoman_9a0599b2	l	So close yet so far from that fire flickering like a star.	game/script/kokiri.rpy	954	l "[what]"
kokiri_poems_oldPoems_snowwoman_8ff689c3	l	I wasn't much but I became less than. I died and I became a snowwoman.	game/script/kokiri.rpy	956	l "[what]"
kokiri_poems_oldPoems_window_8c561151	l	Windows of the soul,	game/script/kokiri.rpy	964	l "[what]"
kokiri_poems_oldPoems_window_73214938	l	Reflect like mirrors,	game/script/kokiri.rpy	965	l "[what]"
kokiri_poems_oldPoems_window_4bd5f3cb	l	All the pain, the lies,	game/script/kokiri.rpy	966	l "[what]"
kokiri_poems_oldPoems_window_a260b25b	l	Of lost shadows on the street,	game/script/kokiri.rpy	967	l "[what]"
kokiri_poems_oldPoems_window_eab95faf	l	That fall in the darkness without moon.	game/script/kokiri.rpy	968	l "[what]"
kokiri_poems_oldPoems_window_5b39bf09	l	Their thoughts carved into the silenced stone.	game/script/kokiri.rpy	969	l "[what]"
kokiri_poems_oldPoems_window_dae3615f	l	Sometimes a little bit of light appears,	game/script/kokiri.rpy	970	l "[what]"
kokiri_poems_oldPoems_window_11f1d0b4	l	A star in their eyes,	game/script/kokiri.rpy	971	l "[what]"
kokiri_poems_oldPoems_window_d3bd29fc	l	But the light drowns in their tears	game/script/kokiri.rpy	972	l "[what]"
kokiri_poems_oldPoems_window_818fe3b3	l	And then they stumble through their starless night.	game/script/kokiri.rpy	973	l "[what]"
kokiri_poems_oldPoems_window_83922960	l	Hollow carcasses that got scraped empty slowly.	game/script/kokiri.rpy	974	l "[what]"
kokiri_poems_oldPoems_window_cd94fe6b	l	Waiting untill time dissolves their bodies.	game/script/kokiri.rpy	975	l "[what]"
kokiri_poems_oldPoems_window_4a313807	l	Their eyes closed to run from the reflection.	game/script/kokiri.rpy	976	l "[what]"
kokiri_poems_oldPoems_window_306c479d	l	An unspoken truth rests on their lips	game/script/kokiri.rpy	977	l "[what]"
kokiri_poems_oldPoems_window_a1c4c1df	l	They tumble deeper into this nightmare	game/script/kokiri.rpy	978	l "[what]"
kokiri_poems_oldPoems_window_45b2688b	l	With no beginning, with no end	game/script/kokiri.rpy	979	l "[what]"
kokiri_poems_oldPoems_window_d83e0a8b	l	But still they laugh their empty smiles	game/script/kokiri.rpy	980	l "[what]"
kokiri_poems_oldPoems_window_7dfd9312	l	Speak their meaningless words of hope	game/script/kokiri.rpy	981	l "[what]"
kokiri_poems_oldPoems_window_764b56bd	l	Their eyes closed to keep the pain inside.	game/script/kokiri.rpy	982	l "[what]"
kokiri_poems_oldPoems_window_5115f2c2	l	Hoping to one day wake up,	game/script/kokiri.rpy	983	l "[what]"
kokiri_poems_oldPoems_window_9ab9b800	l	To open their eyes.	game/script/kokiri.rpy	984	l "[what]"
kokiri_poems_oldPoems_shadowman_b37191c7	l	In the beginning there was nothing but darkness.	game/script/kokiri.rpy	991	l "[what]"
kokiri_poems_oldPoems_shadowman_469efca0	l	Then there was family, love, light, us.	game/script/kokiri.rpy	992	l "[what]"
kokiri_poems_oldPoems_shadowman_3b3307f2	l	And the darkness seemed to not exist for a moment.	game/script/kokiri.rpy	993	l "[what]"
kokiri_poems_oldPoems_shadowman_446b136f	l	It waited patiently with a grin on their face like a child playing hide and seek.	game/script/kokiri.rpy	994	l "[what]"
kokiri_poems_oldPoems_shadowman_2c5fc130	l	The darkness gradually grew stronger until it no longer needed the light, until it could displace that gentle glow, until it could steal you.	game/script/kokiri.rpy	995	l "[what]"
kokiri_poems_oldPoems_shadowman_a45cdde9	l	And with you it stole family, love, light, us.	game/script/kokiri.rpy	996	l "[what]"
kokiri_poems_oldPoems_shadowman_4e84c364	l	I look in the mirror and don't recognize myself anymore, I'm made of your shadow, which I wear like an unremovable mourning dress.	game/script/kokiri.rpy	997	l "[what]"
kokiri_poems_oldPoems_shadowman_39ee2c7c	l	I stare into the eyes of the mechanical light that formed your last shadow and by a trick of the light it’s almost as if you’re waving to me from an impossible distance.	game/script/kokiri.rpy	998	l "[what]"
kokiri_poems_oldPoems_shadowman_0d665e3d	l	But every time I wave back you vanish once more, we can never truly see each other again but atleast I still have your shadow wrapped around me. Because even a reminder of your absence is better than no reminder of you at all.	game/script/kokiri.rpy	999	l "[what]"
kokiri_poems_oldPoems_lights_a358a23b	l	Turn the lights off, close the door. No, I can’t do it anymore.	game/script/kokiri.rpy	1006	l "[what]"
kokiri_poems_oldPoems_lights_e85e7fe1	l	Let me rot in this darkness Leave me alone in this madness	game/script/kokiri.rpy	1008	l "[what]"
kokiri_poems_oldPoems_lights_373df7da	l	Don’t let the darkness escape. Don’t let my thoughts take shape	game/script/kokiri.rpy	1010	l "[what]"
kokiri_poems_oldPoems_lights_55cccd1e	l	Let the ghost fight her ghosts. Leave the host to her hosts.	game/script/kokiri.rpy	1012	l "[what]"
kokiri_poems_oldPoems_lights_a0a1dfc2	l	Leave the echo with the voices Leave the silence with the noises.	game/script/kokiri.rpy	1014	l "[what]"
kokiri_poems_oldPoems_lights_09156ff2	l	Leave my darkened mind in the dark. Leave the fish with the shark.	game/script/kokiri.rpy	1016	l "[what]"
kokiri_poems_oldPoems_lights_58c7c8ad	l	Voices whispering from the dark. Trying to erase my small spark.	game/script/kokiri.rpy	1018	l "[what]"
kokiri_poems_oldPoems_lights_63f06c47	l	Invisible hands let me drown in ink. I can’t stop this no matter what I think.	game/script/kokiri.rpy	1020	l "[what]"
kokiri_poems_oldPoems_lights_034b4bdd	l	Leave me to suffer. Leave me to me, the duffer.	game/script/kokiri.rpy	1022	l "[what]"
kokiri_poems_oldPoems_lights_15fd5a51	l	Leave me alone in here. You can't fight my fear.	game/script/kokiri.rpy	1024	l "[what]"
kokiri_poems_oldPoems_lights_e06bd20b	l	Leave me alone. Leave the sculptor with her stone.	game/script/kokiri.rpy	1026	l "[what]"
kokiri_poems_oldPoems_bang_e0bd144b	l	A bang, to keep me awake A mix of rust and salt on my tongue Deep cut my broken dreams in the skin of an idiot It still rings in my ears	game/script/kokiri.rpy	1036	l "[what]"
kokiri_poems_oldPoems_bang_6bd54aa1	l	The reality is breaking I still can not understand it A lie and still the truth	game/script/kokiri.rpy	1041	l "[what]"
kokiri_poems_oldPoems_bang_8dbf890f	l	Time seems to stand still And yet I do not get any younger But also not smarter Just more of myself and then less	game/script/kokiri.rpy	1044	l "[what]"
kokiri_poems_oldPoems_bang_11f65660	l	Because everything finally falls down, The leaves of a proud tree, The feathers of lost birds, My life.	game/script/kokiri.rpy	1048	l "[what]"
kokiri_poems_oldPoems_bang_391f0e27	l	It is the law of gravity Who laughs with us, Who raised us.	game/script/kokiri.rpy	1052	l "[what]"
kokiri_poems_oldPoems_bang_a6e02678	l	The really much too heavy force. Who slowly slaughter us, Who slowly laughs at us, Who is waiting for us.	game/script/kokiri.rpy	1055	l "[what]"
kokiri_poems_oldPoems_bang_338ed061	l	Constantly day and night We push our whole life against a gigantic boulder on our hill and when we are at the top it slowly rolls to the other side. I try to be smarter, different than they are.	game/script/kokiri.rpy	1059	l "[what]"
kokiri_poems_oldPoems_bang_4ca83215	l	But that makes me exactly like them. My other me blames me every day How I was the match, the fire and the ashes. I cry for help but they do not hear it, I cry for help but you do not hear it, I cry for help but I do not hear it.	game/script/kokiri.rpy	1062	l "[what]"
kokiri_poems_oldPoems_bang_ddd541d2	l	Falling stars fall to the ground, I bathe in the light and yet I drown in the inkblack Hopping for air, hoping for a sign I sink deeper and deeper and more and more unclear until nothing is left of me. Dead hands pull me with them, Living hands push me even further Stuck in this night-filled realm With all the shadows	game/script/kokiri.rpy	1067	l "[what]"
kokiri_poems_oldPoems_bang_9a6b0bdf	l	But in the darkness of our thoughts It looked like I could see light It was the moon that made all this nothing something. It was the world that made this new something nothing. It was me who closed my eyes.	game/script/kokiri.rpy	1073	l "[what]"
kokiri_poems_recentPoems_09b1bc6e		Filler	game/script/kokiri.rpy	1080	"[what]"
kokiri_poems_askOrRate_d54e9cc3	n	Just rating her poems without giving more input is probably not the best idea. Try asking her something about the poem.	game/script/kokiri.rpy	1088	n "[what]"
kokiri_poems_askOrRate_1fa4e4a0	l	Oh, thank you very much! 	game/script/kokiri.rpy	1099	l "[what]"
kokiri_poems_askOrRate_51c4e377	l	Personally I don't find the poem very good but it does show some potential. I'm really flattered you like it though! To me those poems will always be remnants of my times as an inexperienced writer and poet but I'm flatteredl! I haven't written a lot of new poems lately, the few I have are a whole lot longer and kind of hard to get since they reference a lot of Greek and Roman mythology. If you like to I could also show you them but just be warned that they are a lot less accessible than my poems from back in the day.	game/script/kokiri.rpy	1100	l "[what]"
kokiri_poems_askOrRate_5b1283c0	l	Oh really? Thank you [name]! To me those poems will always be remnants of my times as an inexperienced writer and poet but I'm flatteredl! I haven't written a lot of new poems lately, the few I have are a whole lot longer and kind of hard to get since they reference a lot of Greek and Roman mythology. If you like to I could also show you them but just be warned that they are a lot less accessible than my poems from back in the day.	game/script/kokiri.rpy	1106	l "[what]"
kokiri_poems_askOrRate_48e5997b	l	Thanks [name]! I think this one definetly has potential so I'm happy to hear that you think the same thing. Usually I don't think my stuff is that great so if even I can see my own work's potential then you know it is one of my favourites.	game/script/kokiri.rpy	1115	l "[what]"
kokiri_poems_askOrRate_a759dcbd	l	Oh really? Thank you [name]! To me those poems will always be remnants of my times as an inexperienced writer and poet but I'm glad you think they have potential! I haven't written a lot of new poems lately, the few I have are a whole lot longer and kind of hard to get since they reference a lot of Greek and Roman mythology. If you like to I could also show you them but just be warned that they are a lot less accessible than my poems from back in the day.	game/script/kokiri.rpy	1120	l "[what]"
kokiri_poems_askOrRate_09b1bc6e		Filler	game/script/kokiri.rpy	1128	"[what]"
kokiri_poems_askOrRate_09b1bc6e_1		Filler	game/script/kokiri.rpy	1133	"[what]"
kokiri_poems_askOrRate_09b1bc6e_2		Filler	game/script/kokiri.rpy	1137	"[what]"
kokiri_poems_askOrRate_09b1bc6e_3		Filler	game/script/kokiri.rpy	1140	"[what]"
kokiri_poems_askOrRate_09b1bc6e_4		Filler	game/script/kokiri.rpy	1144	"[what]"
kokiri_scenery_allOver_52071ac8	l	That... That was quite the show wasn't it?	game/script/kokiri.rpy	1148	l "[what]"
kokiri_scenery_allOver_626fba5f	l	You've been through all that to have a succesful date with me?	game/script/kokiri.rpy	1149	l "[what]"
kokiri_scenery_allOver_90e68c5e	l	You are really dedicated, I'll give you that!	game/script/kokiri.rpy	1150	l "[what]"
kokiri_scenery_allOver_185a4a63	n	She gives you a cute little smile.	game/script/kokiri.rpy	1151	n "[what]"
kokiri_scenery_allOver_58b8834a	n	The stars are absolutely marvelous, as Lilith and you gaze upon the skies you catch a glimpse of a falling star.	game/script/kokiri.rpy	1152	n "[what]"
kokiri_scenery_allOver_bc5afc83	l	Oh, did you see that falling star? Let's make a wish!	game/script/kokiri.rpy	1153	l "[what]"
kokiri_scenery_allOver_02b4e71a	n	Lilith closes her eyes, a soft smile appears on her face.	game/script/kokiri.rpy	1154	n "[what]"
kokiri_scenery_allOver_5a55871e	n	A moment later she looks at you again, she places her hand on yours.	game/script/kokiri.rpy	1155	n "[what]"
kokiri_scenery_allOver_55fe5bd7	l	What did you wish for?	game/script/kokiri.rpy	1156	l "[what]"
kokiri_scenery_allOver_8ea4cd5c	n	Lilith chuckles and looks you in your eyes.	game/script/kokiri.rpy	1159	n "[what]"
kokiri_scenery_allOver_2fdd8c46	l	Wow, you sure know what to say don't you?	game/script/kokiri.rpy	1160	l "[what]"
kokiri_scenery_allOver_d1af845a	l	If I'm being honest I'm also really enjoying this moment, it feels like I could sit here for an century and still be as happy as I am right now.	game/script/kokiri.rpy	1161	l "[what]"
kokiri_scenery_allOver_74c1c84d	n	Lilith shakes her head and begins to stare into your eyes.	game/script/kokiri.rpy	1165	n "[what]"
kokiri_scenery_allOver_2a5c5077	l	Oh, I'm sorry! I completely forgot about that rule for a moment.	game/script/kokiri.rpy	1166	l "[what]"
kokiri_scenery_allOver_b784e444	l	Keep your secrets then magic-[name].	game/script/kokiri.rpy	1167	l "[what]"
kokiri_scenery_allOver_9839d303	n	She giggles.	game/script/kokiri.rpy	1168	n "[what]"
kokiri_scenery_allOver_5bf2b6a2	l	Wait! Don't tell me your wish or it wouldn't turn true!	game/script/kokiri.rpy	1172	l "[what]"
kokiri_scenery_allOver_5f53b953	n	Lilith begins looking into your eyes.	game/script/kokiri.rpy	1173	n "[what]"
kokiri_scenery_allOver_defed170	l	I'm sorry, I completely forgot about that rule for a moment.	game/script/kokiri.rpy	1174	l "[what]"
kokiri_death_4_noDeath_09b1bc6e		Filler	game/script/kokiri.rpy	1183	"[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_ef99531a	l	Oh, you think? So this is the first time you are having this exact conversation with me?	game/script/kokiri.rpy	1188	l "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_c9ebfd1b	l	Well let's see what's in store for us then.	game/script/kokiri.rpy	1189	l "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_83f24f73	n	Lilith giggles.	game/script/kokiri.rpy	1190	n "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_97fcddca	l	Is it just me or is the knowledge that this is the first time I share this very moment with you making it only more special?	game/script/kokiri.rpy	1191	l "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_2bc85cf6	n	Lilith laughs.	game/script/kokiri.rpy	1194	n "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_44720d76	l	I knew you would agree, so let's make the most of this unique moment.	game/script/kokiri.rpy	1195	l "[what]"
kokiri_death_3_prevented_talk_farthestWeHaveGone_09b1bc6e		Filler	game/script/kokiri.rpy	1198	"[what]"
kokiri_death_3_death_dialogue_17b6ca62	l	So after that call I am still going to die, right?	game/script/kokiri.rpy	1204	l "[what]"
kokiri_death_3_death_dialogue_323f9c68	l	Forgive me if I am slightly nihilistic but what was the point of that?	game/script/kokiri.rpy	1205	l "[what]"
kokiri_death_3_death_dialogue_03f9e4ff	l	After you retry everything of this is going to be undone and she won't even remember that I called her.	game/script/kokiri.rpy	1206	l "[what]"
kokiri_death_3_death_dialogue_2045d9ec	l	So after all those things that just happened I am still going to die?	game/script/kokiri.rpy	1208	l "[what]"
kokiri_death_dialogue_stillDying_bc02936d	l	I suppose that's true [name]. Thank you for making me realise that, it helps a little. Very little...	game/script/kokiri.rpy	1218	l "[what]"
kokiri_death_dialogue_stillDying_0f18fc13	l	When you told me your story just a bit ago it all seemed so far away but now it all feels so much closer.	game/script/kokiri.rpy	1221	l "[what]"
kokiri_death_dialogue_stillDying_452de6bd	l	To tell you the truth, I'm feeling really scared. I don't want to die just yet.	game/script/kokiri.rpy	1223	l "[what]"
kokiri_death_dialogue_stillDying_91e3c461	n	Lilith shudders and looks at you with pleading eyes as if she's waiting for an anwer that will comfort her. Well, comfort her as much as a person who knows they are going to die any moment from now can be comforted.	game/script/kokiri.rpy	1224	n "[what]"
kokiri_death_dialogue_stillDying_c54f16eb	l	I suppose this is how Damocles felt aswell. And yet he had the choice to just walk away from the sword dangling above his head, I don't think I'll have that choice. I'd just die another way. It's probably better to just watch this spectacle with you even if it is my last moment but that doesn't mean I'm not terrified.	game/script/kokiri.rpy	1226	l "[what]"
kokiri_death_dialogue_stillDying_d5d1f339	n	Lilith grabs your hand and squeezes it as if she's not going to let it go anytime soon. A shy smile appears on her face.	game/script/kokiri.rpy	1230	n "[what]"
kokiri_death_dialogue_stillDying_279d519e	l	Thank you [name], please don't let me go.	game/script/kokiri.rpy	1232	l "[what]"
kokiri_death_dialogue_stillDying_58c3d643	n	She gives you a hug with one arm, as the other's hand is busy clamping yours. The hug seems to linger on for a good minute or two.	game/script/kokiri.rpy	1233	n "[what]"
kokiri_death_dialogue_stillDying_ca4a9aeb	l	...I know... atleast I hoped that was what you were doing but I'm beginning to get doubts. Isn't this all a bit too much? Not that I don't appreciate your effort but when will all of this end [name]? If it even will end at all.	game/script/kokiri.rpy	1237	l "[what]"
kokiri_death_dialogue_stillDying_9f26d468	l	How many times have you gone through the motions now?	game/script/kokiri.rpy	1239	l "[what]"
kokiri_death_dialogue_stillDying_89787a4d	l	Are you going to make the breakthrough after twenty times, maybe fifty?	game/script/kokiri.rpy	1243	l "[what]"
kokiri_death_dialogue_stillDying_8f48fa97	l	Or maybe, just maybe, the dev will just give you the good ending after nine hundred ninety nine times?	game/script/kokiri.rpy	1244	l "[what]"
kokiri_death_dialogue_stillDying_f2ca0bef	l	Exactly how much of my lives and deaths is THE good ending worth to you?	game/script/kokiri.rpy	1246	l "[what]"
kokiri_death_dialogue_stillDying_918d02eb	l	Well, I feel pretty real to me and I can imagine every death I go through must feel equally real and very painful.	game/script/kokiri.rpy	1250	l "[what]"
kokiri_death_dialogue_stillDying_65fbb360	l	So what if I'm in a game? Does that make me less real? You can talk with me, I can speak and I'm real enough to trick myself into thinking that I'm real.	game/script/kokiri.rpy	1251	l "[what]"
kokiri_death_dialogue_stillDying_15bb21db	l	And I'm real enough to walk away from some monster who thinks they are justified in killing me over and over again just to get what they want.	game/script/kokiri.rpy	1252	l "[what]"
kokiri_death_dialogue_stillDying_745b5029	n	Lilith jumps up from where she was lying mere moments ago, on her face is a visible layer of anger or is it... dissapointment?	game/script/kokiri.rpy	1253	n "[what]"
